X;Y;Z
0.479636930688644;-2.75202432300148E-06;1.90955988546193E-03
0.478587317029823;-1.03995849522676E-05;4.81007932269131E-03
0.476994254077505;-2.15939153027307E-05;7.45329995613429E-03
0.475005373251924;-3.49708803194062E-05;9.81524344703939E-03
0.472734901444052;-4.94718755358576E-05;1.19098737970053E-02
0.4703499497112;-6.5313438826422E-05;1.38743521098077E-02
0.468004238601886;-8.3786245036265E-05;0.015886118725859
0.465700397449151;-1.05046302433436E-04;0.017945674855393
0.463439400562915;-1.292375313825E-04;2.00521451512177E-02
0.4612222041925;-1.56501696920998E-04;2.22046342645335E-02
0.459049746240012;-1.86978045985882E-04;2.44022273239243E-02
0.456922945949826;-2.20802952372082E-04;2.66439903701539E-02
0.454842703575298;-2.58109569958663E-04;2.89289707575663E-02
0.45280990002499;-2.99027494766563E-04;3.12561975320859E-02
0.450825396491681;-3.43682436433596E-04;0.033624681795176
0.448890034068315;-3.9219589971168E-04;3.60334170617716E-02
0.447004633355823;-4.44684876606118E-04;3.84813796196249E-02
0.445169994068355;-5.01261549776018E-04;4.09675288958388E-02
0.443386894662446;-5.62033007182663E-04;4.34908078102162E-02
0.441656092315495;-6.27100972796029E-04;4.60501432878955E-02
0.439978322701894;-6.96561556390009E-04;4.86444469760609E-02
0.438354299199412;-7.7050499675272E-04;5.12726151992829E-02
0.436784712694735;-8.49015432398687E-04;5.39335295065248E-02
0.435270231450613;-9.3217068684595E-04;5.66260572177707E-02
0.433811500926005;-1.02004206717078E-03;5.93490519253683E-02
0.432409143552981;-1.11269417594582E-03;6.21013539614796E-02
0.431063995112948;-1.21016677796769E-03;6.48812886878732E-02
0.429776181913878;-1.31254272555623E-03;6.76885936998879E-02
0.428546466562564;-1.41985087944818E-03;7.05216468448052E-02
0.427375375655889;-1.53212744974087E-03;7.33792411081376E-02
0.426263411168373;-1.64940123381035E-03;7.62601587848912E-02
0.425211050121142;-1.77169351759312E-03;7.91631719708093E-02
0.424218744344043;-1.89901799335826E-03;0.082087043098174
0.423286920624019;-2.03138069806567E-03;8.50305255981803E-02
0.422415980393871;-2.16877995917457E-03;8.79923643902439E-02
0.421606299482072;-2.31120635592964E-03;9.09712964016508E-02
0.420858227950552;-2.45864269628885E-03;9.39660511179973E-02
0.420172076778899;-2.61106711225688E-03;9.69754115779506E-02
0.419548183216006;-2.76825865385287E-03;9.99979227372387E-02
0.418986778416025;-2.92717718552296E-03;0.103032646960928
0.418488121436546;-3.08668208004504E-03;0.106078294165287
0.418052431970576;-3.24670547913687E-03;0.109133569569647
0.417679902726456;-3.40717928094598E-03;0.112197173743785
0.417370699369707;-3.56803517382946E-03;0.115267803250943
0.417124960464856;-3.72920467013365E-03;0.118344151291065
0.416942797416783;-3.89061913997386E-03;0.121424908344241
0.416824294412659;-4.05220984501417E-03;0.12450876281441
0.416769508362867;-4.21390797224708E-03;0.127594401673414
0.416778462195405;-4.3756183374435E-03;0.130680008715906
0.416851158834632;-4.53732138811892E-03;0.133765210850281
0.416987576349697;-4.69892540443754E-03;0.136848257919672
0.417187662028252;-4.86036159352174E-03;0.139927837250041
0.417451335737537;-5.02156122414845E-03;0.143002637336947
0.417778490077834;-5.18245565666229E-03;0.14607134841643
0.418168990224152;-5.3429763741716E-03;0.149132663061959
0.41862267399702;-5.50305501313915E-03;0.152185276769014
0.419139351948712;-5.66262339378334E-03;0.155227888536538
0.419718807441617;-5.82161355046851E-03;0.158259201448032
0.420360796720274;-5.97995776220008E-03;0.161277923255388
0.421065048976125;-6.13758858333748E-03;0.164282766966775
0.421831266407173;-6.29443887463402E-03;0.167272451441284
0.422642706647948;-6.45067745714653E-03;0.170250267247189
0.423456417917284;-6.6068849910808E-03;0.173227474634405
0.424270176834085;-6.76309252501507E-03;0.176204675412999
0.425083983398297;-6.91930005894933E-03;0.179181869582419
0.425897837609845;-7.0755075928836E-03;0.182159057142082
0.42671173946872;-7.23171512681787E-03;0.185136238091422
0.427525688974846;-7.38792266075214E-03;0.188113412429855
0.428339686128169;-7.5441301946864E-03;0.19109058015683
0.429153730928634;-7.70033772862067E-03;0.194067741271749
0.429967823376168;-7.85654526255494E-03;0.197044895774059
0.430781963470759;-8.01275279648921E-03;0.200022043663179
0.431596151212333;-8.16896033042348E-03;0.202999184938541
0.432410254640483;-8.32514254907763E-03;0.205975837120204
0.433224516121332;-8.48134594971602E-03;0.208952886391839
0.434038823617661;-8.63754903791547E-03;0.211929923093645
0.434853177129084;-8.79375181366919E-03;0.214906947225012
0.435667576655217;-8.94995427697039E-03;0.217883958785213
0.436482022195696;-9.10615642781227E-03;0.220860957773635
0.437296513750139;-9.26235826618805E-03;0.223837944189581
0.438111051318159;-9.41855979209091E-03;0.226814918032425
0.438925634899417;-9.5747610055141E-03;0.229791879301469
0.439740264493505;-9.73096190645079E-03;0.232768827996071
0.440554940100039;-9.88716249489422E-03;0.235745764115578
0.441369661718678;-1.00433627708376E-02;0.238722687659319
0.442184429349038;-1.01995627342741E-02;0.241699598626612
0.442999242990756;-1.03557623851969E-02;0.244676497016844
0.443814102643425;-1.05119617235993E-02;0.247653382829303
0.44462900830666;-1.06681607494745E-02;0.250630256063348
0.445443959980121;-1.08243594628157E-02;0.253607116718355
0.446258957663445;-1.09805578636161E-02;0.256583964793594
0.447074001356203;-1.11367559518688E-02;0.259560800288455
0.447889091058054;-1.12929537275672E-02;0.262537623202268
0.448704226768635;-1.14491511907044E-02;0.265514433534336
0.44951940848754;-1.16053483412736E-02;0.268491231284061
0.450334636214406;-1.17615451792681E-02;0.271468016450715
0.451149909948893;-0.011917741704681;0.274444789033674
0.45196522969057;-1.20739379175056E-02;0.277421549032268
0.452780595439053;-0.012230133817735;0.280398296445856
0.453596007194046;-1.23863294053626E-02;0.283375031273754
0.454411464955119;-1.25425246803815E-02;0.286351753515293
0.455226968721866;-1.26987196427848E-02;0.289328463169848
0.456042518493967;-1.28549142925659E-02;0.29230516023672
0.456858114271038;-0.013011108629718;0.295281844715253
0.457673756052694;-1.31673026542342E-02;0.298258516604823
0.45848944383855;-1.33234963661078E-02;0.301235175904716
0.459305177628242;-1.34796897653319E-02;0.304211822614307
0.460120957421431;-1.36358828518998E-02;0.307188456732925
0.460936783217642;-1.37920756258048E-02;0.310165078259903
0.461752655016601;-1.39482680870399E-02;0.313141687194599
0.462568572817879;-1.41044602355985E-02;0.316118283536343
0.463384536621112;-1.42606520714738E-02;0.319094867284453
0.464200546425938;-1.44168435946589E-02;0.322071438438288
0.46501660223195;-1.45730348051471E-02;0.325047996997208
0.465832704038806;-1.47292257029316E-02;0.328024542960498
0.466648851846122;-1.48854162880056E-02;0.33100107632755
0.467465045653512;-1.50416065603623E-02;0.333977597097663
0.468281285460592;-0.015197796519995;0.336954105270197
0.469097571266997;-1.53539861668968E-02;0.339930600844484
0.469913903072387;-0.015510175501061;0.342907083819868
0.470730280876333;-1.56663645224808E-02;0.345883554195694
0.471546704678494;-1.58225532311494E-02;0.348860011971294
0.472363174478484;-0.01597874162706;0.351836457146012
0.473179690275919;-1.61349297102059E-02;0.354812889719164
0.473996252070412;-1.62911174805802E-02;0.357789309690124
0.474812859861623;-1.64473049381762E-02;0.360765717058195
0.475629513649145;-0.016603492082987;0.363742111822765
0.476446213432614;-0.016759678915006;0.366718493983106
0.477262959211689;-1.69158654342263E-02;0.369694863538636
0.478079750985919;-1.70720516406412E-02;0.372671220488643
0.478896588754984;-1.72282375342438E-02;0.375647564832456
0.479713472518522;-1.73844231150274E-02;0.37862389656945
0.48053040227608;-1.75406083829852E-02;0.381600215698942
0.481347378027362;-1.76967933381105E-02;0.38457652222029
0.482164399771937;-1.78529779803963E-02;0.387552816132811
0.482981467509511;-1.80091623098361E-02;0.390529097435865
0.483798581239585;-1.81653463264229E-02;0.393505366128782
0.484615740961885;-0.01832153003015;0.396481622210893
0.485432946675982;-1.84777134210106E-02;0.399457865681543
0.486250198381534;-0.018633896498998;0.402434096540092
0.487067496078156;-1.87900792641053E-02;0.40541031478584
0.487884839765463;-1.89462617163258E-02;0.408386520418149
0.488702229443068;-1.91024438556527E-02;0.411362713436363
0.489519665110631;-1.92586256820793E-02;0.414338893839828
0.490337146767722;-1.94148071955986E-02;0.417315061627844
0.491154674414021;-1.95709883962041E-02;0.4202912167998
0.491972248049122;-1.97271692838888E-02;0.423267359354984
0.49278986767266;-1.98833498586461E-02;0.426243489292799
0.49360753328425;-0.020039530120469;0.429219606612533
0.494425244883506;-0.020195710069351;0.432195711313543
0.495243002470088;-2.03518897052851E-02;0.435171803395162
0.496060806043586;-2.05080690282646E-02;0.438147882856734
0.496878655603661;-2.06642480382827E-02;0.441123949697605
0.497696551149859;-2.08204267353327E-02;0.444100003917119
0.498514492681907;-2.09766051194077E-02;0.447076045514594
0.499332480199373;-2.11327831905011E-02;0.450052074489387
0.500150513701872;-2.12889609486059E-02;0.453028090840831
0.500968593189064;-2.14451383937155E-02;0.456004094568256
0.501786718660516;-2.16013155258231E-02;0.458980085671021
0.502604890115934;-2.17574923449219E-02;0.461956064148471
0.503423107554887;-2.19136688510051E-02;0.464932029999909
0.504241370976965;-2.20698450440659E-02;0.467907983224708
0.505059680381874;-2.22260209240975E-02;0.470883923822184
0.505878035769226;-2.23821964910933E-02;0.473859851791698
0.506696437138569;-2.25383717450464E-02;0.476835767132594
0.507514884489607;-0.02269454668595;0.479811669844174
0.508333377821909;-2.28507213137974E-02;0.482787559925811
0.509151917135134;-2.30068956285818E-02;0.485763437376838
0.509970502428873;-2.31630696302965E-02;0.488739302196598
0.510789133702829;-2.33192433189345E-02;0.491715154384423
0.511607810956506;-2.34754166944892E-02;0.494690993939657
0.512426534189629;-2.36315897569539E-02;0.497666820861632
0.513259007083925;-2.38095382257626E-02;0.500637502901693
0.514128487055931;-2.40824564371723E-02;0.503590260306169
0.515035231011073;-2.44546790424157E-02;0.506520881507298
0.51597910577813;-2.49241775962899E-02;0.509425699572399
0.516959975366022;-2.54886783327031E-02;0.512301209131576
0.517977699516415;-2.61456831346673E-02;0.515144083244144
0.519032132745732;-2.68924920195895E-02;0.517951187377228
0.520123123808598;-2.77262266111463E-02;0.520719590400811
0.521250515515544;-0.028643854080233;0.523446572596644
0.522414144840169;-2.96422110672828E-02;0.526129630760843
0.523613843254952;-3.07180271430451E-02;0.528766480552891
0.524849437240024;-3.18679474206789E-02;0.531355056300614
0.526120748915324;-3.30885539946701E-02;0.533893508514899
0.527427596753237;-3.43763859477884E-02;0.536380199395673
0.528769796335797;-3.57279577326559E-02;0.538813696627316
0.530147161681059;-3.71397764416784E-02;0.541192766816384
0.531559228439473;-3.86080704881616E-02;0.543515927376138
0.53300625289503;-4.01298488704018E-02;0.545783076270061
0.534487829008882;-4.17014738611521E-02;0.547993188962631
0.536003747377557;-4.33195609102411E-02;0.550145743606074
0.537553790855195;-4.49807765591516E-02;0.552240367647217
0.539137738976363;-4.66818509472429E-02;0.554276834407312
0.540755366428919;-4.84195827158968E-02;0.556255050926411
0.542406440097422;-5.01908411646447E-02;0.558175044981064
0.544090723994481;-5.19925757929198E-02;0.560036961852878
0.545807978552284;-5.38218187427064E-02;0.561841053930417
0.547557949633206;-5.56756754399939E-02;0.563587660952035
0.549340388304549;-5.75513471274472E-02;0.565277222322242
